"east" "north" "yield" "treatment"
317965.58 6093830.74 7.09360828733537 "ripped"
317878.03 6093784.9 7.58557654092018 "ripped"
317895.5 6093900.45 7.23440088193844 "ripped"
317896.67 6093941.75 8.08115309297579 "ripped"
317853 6093897.81 7.08634043159684 "ripped"
317850.2 6093878.66 7.97952229577694 "ripped"
317911.74 6093817.55 8.31043704721279 "ripped"
317945.15 6093802.36 7.62452486090266 "ripped"
317930.51 6093865.32 7.33995561972053 "ripped"
317957.44 6093837.79 7.70061733363479 "ripped"
317887.7 6093944.34 7.09034885973299 "ripped"
317893.21 6093910.39 7.08753662386765 "ripped"
317874.5 6093779.51 7.61068438462061 "ripped"
317907.35 6093751.88 7.85262096727064 "ripped"
317929.69 6093918.9 6.78002031747375 "ripped"
317876.55 6093723.51 7.77724476973685 "ripped"
317952.21 6093750.57 7.41297373512818 "ripped"
317859.19 6093897.16 7.57929155985527 "ripped"
317878.95 6093815.77 7.48878226093908 "ripped"
317872.45 6093714.88 7.45465818333206 "ripped"
317835.25 6093786.59 7.67316145236415 "ripped"
317871.17 6093742.04 7.51110079942615 "ripped"
317857.32 6093917.87 7.32753164381476 "ripped"
317925.68 6093923.48 7.33642760823383 "ripped"
317929.98 6093855.54 7.27028063058258 "ripped"
317907.63 6093760.2 7.20866212907517 "ripped"
317909.4 6093820.83 7.37124681506258 "ripped"
317856.1 6093866.02 7.67017406419803 "ripped"
317879.17 6093827.32 7.57076652546308 "ripped"
317877.22 6093748.6 7.72935325858664 "ripped"
317944.83 6093796.03 7.66573597506658 "ripped"
317878.61 6093810.11 6.99776209678566 "ripped"
317930.24 6093932.11 8.14422370774793 "ripped"
317910.59 6093771.36 8.38282208147516 "ripped"
317947.8 6093811.07 7.49105941902307 "ripped"
317857.36 6093915.65 7.6900157472836 "ripped"
317967.32 6093901.8 7.40830352621735 "ripped"
317947.27 6093787.75 7.97800791846806 "ripped"
317945.04 6093799.25 7.39383786267052 "ripped"
317887.84 6093830.38 7.11276646854284 "ripped"
317909.6 6093829.05 8.04676125237609 "ripped"
317930.59 6093941.66 8.10227662049511 "ripped"
317943.63 6093747.4 7.57509648635293 "ripped"
317870.38 6093713.95 7.78856803387296 "ripped"
317877.24 6093743.05 7.84267226145739 "ripped"
317835.92 6093807.57 7.5924530413434 "ripped"
317852.05 6093944.17 7.75018782981191 "ripped"
317893.87 6093935.92 7.63955270187142 "ripped"
317908.85 6093798.63 8.00594725459573 "ripped"
317914.11 6093790.41 7.81395012724526 "ripped"
317913.66 6093776.75 7.70536878395575 "ripped"
317874.96 6093788.17 8.2106572450898 "ripped"
317929.36 6093899.36 7.96464569406983 "ripped"
317840.63 6093732.54 7.9350257281187 "ripped"
317871.57 6093753.48 7.45035760263536 "ripped"
317895.28 6093889.35 7.54335338798947 "ripped"
317839.08 6093808.52 7.94714771695872 "ripped"
317877.28 6093745.83 7.55504522471105 "ripped"
317874.07 6093765.18 7.02917728176227 "ripped"
317894.25 6093837.06 7.56611255525158 "ripped"
317908.38 6093790.51 7.44633746635788 "ripped"
317852.77 6093886.48 8.08464265635723 "ripped"
317894.94 6093856.49 7.84764572623412 "ripped"
317943.87 6093753.84 8.44461034331249 "ripped"
317835.78 6093805.46 7.19666065598283 "ripped"
317916.87 6093797.68 8.16499232110628 "ripped"
317841.84 6093789.16 7.45004442892843 "ripped"
317858.16 6093947.85 8.17319378304022 "ripped"
317877.96 6093779.35 7.25433281589396 "ripped"
317836.89 6093728.36 7.37266340550869 "ripped"
317923.16 6093904.34 7.71022022221357 "ripped"
317915.67 6093744.94 7.99870874731556 "ripped"
317945.41 6093825.34 7.53693638678662 "ripped"
317879.42 6093738.88 7.50804608594766 "ripped"
317966.62 6093869.38 8.14986222293814 "ripped"
317944.4 6093776.6 7.40656965496774 "ripped"
317930.55 6093871.97 7.3142705239632 "ripped"
317894.09 6093831.51 8.08665974386615 "ripped"
317895.1 6093875.47 8.46689189614377 "ripped"
317910.27 6093764.7 7.9722605401923 "ripped"
317911.9 6093827.54 7.68089928737971 "ripped"
317858.09 6093848.64 7.76894847086681 "ripped"
317858.15 6093845.87 8.03477054279993 "ripped"
317842.45 6093799.49 7.74761776495127 "ripped"
317909.9 6093751.48 7.26417039091133 "ripped"
317892.51 6093891.18 7.03059795997754 "ripped"
317841.98 6093791.16 7.84291686123645 "ripped"
317945.3 6093822 8.17739295094195 "ripped"
317930.77 6093888.29 8.05745692950507 "ripped"
317875.22 6093802.27 7.83759952750406 "ripped"
317859.03 6093882.95 7.77613650576199 "ripped"
317893.14 6093905.06 7.61400755263735 "ripped"
317910.38 6093768.03 8.12382337513182 "ripped"
317931.33 6093914.38 7.39778834445718 "ripped"
317896.51 6093936.2 8.47022053059257 "ripped"
317961.31 6093915.66 7.90529552064435 "ripped"
317850.76 6093904.75 8.21188222823167 "ripped"
317895.41 6093878.25 8.38052650471604 "ripped"
317877.93 6093776.36 8.57800349548516 "ripped"
317893.9 6093930.27 7.30434552781307 "ripped"
317930.62 6093935.45 7.97068415528558 "ripped"
317931.65 6093920.82 7.41929628917346 "ripped"
317914.17 6093787.64 8.07583446353734 "ripped"
317910.66 6093781.35 7.86798332448448 "ripped"
317916.99 6093800.9 7.91893432820329 "ripped"
317931 6093894.73 8.49446025551504 "ripped"
317966.55 6093872.71 8.38048664533514 "ripped"
317959.45 6093904.52 8.51141951409618 "ripped"
317948.59 6093736.07 8.27170630683385 "ripped"
317841.44 6093759.75 7.32319024263404 "ripped"
317850.25 6093889.54 8.61811568699001 "ripped"
317876.96 6093734.72 7.46868095491124 "ripped"
317923.22 6093901.79 7.88126363530089 "ripped"
317943.43 6093744.06 7.67745496216241 "ripped"
317871.23 6093739.27 8.85641785566376 "ripped"
317879.48 6093736.11 8.05232010005001 "ripped"
317889.56 6093901.99 7.74542540750045 "ripped"
317908.15 6093779.41 8.39969673546726 "ripped"
317906.84 6093718.69 7.58234923714938 "ripped"
317840.81 6093727.88 8.23123931174529 "ripped"
317838.53 6093795.42 7.90238562117413 "ripped"
317911.42 6093811.11 8.0257646396847 "ripped"
317925.89 6093926.81 8.01642583499531 "ripped"
317872.76 6093806.77 7.95121778598758 "ripped"
317875.61 6093827.8 7.74980581948759 "ripped"
317957.4 6093830.91 8.16482505039653 "ripped"
317895.58 6093892.13 8.09499619422896 "ripped"
317913.54 6093773.97 8.01210151626029 "ripped"
317930.2 6093938.33 8.5798004639799 "ripped"
317967.12 6093898.57 7.90322994385671 "ripped"
317967.44 6093905.24 8.13378884322261 "ripped"
317888.03 6093838.71 7.7903251959321 "ripped"
317945.18 6093805.69 7.64501053160248 "ripped"
317852.39 6093869.5 8.04079754975057 "ripped"
317894.41 6093842.61 7.74550023137947 "ripped"
317967.18 6093895.47 8.27742234522295 "ripped"
317835.3 6093784.37 7.75899633590161 "ripped"
317892.08 6093885.4 7.92113746639255 "ripped"
317890.56 6093938.08 7.54838472316757 "ripped"
317906.59 6093713.13 7.20498565686363 "ripped"
317960.81 6093886.79 8.54189227478505 "ripped"
317886.41 6093873.85 8.64489505342413 "ripped"
317835.2 6093780.37 8.21343876288318 "ripped"
317872.79 6093809.77 8.4454697000955 "ripped"
317877.62 6093773.58 7.51959647816265 "ripped"
317877.39 6093762.92 8.08598362135766 "ripped"
317922.38 6093871.25 8.62728129139 "ripped"
317910.95 6093784.69 7.11123192801558 "ripped"
317968.08 6093940.76 7.85235211093978 "ripped"
317837.74 6093767.22 8.4469312175016 "ripped"
317872.57 6093798.44 8.63138588434987 "ripped"
317947.09 6093801.29 8.23011618738155 "ripped"
317907.19 6093746.1 8.18053524967834 "ripped"
317840.53 6093719.44 8.86184052980034 "ripped"
317837.73 6093763 8.5204698152434 "ripped"
317894.82 6093853.49 8.6770895901217 "ripped"
317929.67 6093915.57 7.85722039289484 "ripped"
317840.75 6093717.34 8.17382112045209 "ripped"
317839.13 6093819.4 7.66587905129636 "ripped"
317878.77 6093824.54 9.07486968073495 "ripped"
317896.83 6093947.08 8.41391183946672 "ripped"
317945.22 6093812.35 7.81227388179626 "ripped"
317963.88 6093843.02 7.98354722717888 "ripped"
317859.15 6093885.84 8.74162365663446 "ripped"
317887.02 6093910.48 8.39058339002387 "ripped"
317880.53 6093786.95 7.98149269599428 "ripped"
317954.62 6093819.97 9.12951125296449 "ripped"
317964.38 6093863.01 8.2868260072401 "ripped"
317965.51 6093834.18 8.13007051767137 "ripped"
317913.15 6093735.13 8.23996127478711 "ripped"
317957.55 6093841.12 8.52587005989593 "ripped"
317837.45 6093754.34 8.87930324159384 "ripped"
317891.9 6093862.87 8.55673050066376 "ripped"
317889.63 6093907.54 8.32528626043054 "ripped"
317965.53 6093909.31 8.26233964628607 "ripped"
317841.3 6093757.52 7.48165139104511 "ripped"
317878.1 6093790.45 8.21471521425214 "ripped"
317891.97 6093868.42 7.89695077586845 "ripped"
317945.1 6093809.24 7.46868709923745 "ripped"
317948.64 6093756.04 8.79497657871205 "ripped"
317871.96 6093770.35 7.78518548394258 "ripped"
317889.46 6093880.02 8.16468190576144 "ripped"
317908.02 6093776.86 9.24868198986245 "ripped"
317912.93 6093732.35 8.61217478133823 "ripped"
317961.37 6093899.57 8.14604484032493 "ripped"
317840.81 6093723.67 8.63674127021176 "ripped"
317851.27 6093924.52 8.65004951962688 "ripped"
317896.15 6093922.54 7.65718021268763 "ripped"
317923.58 6093915.33 7.42649781086138 "ripped"
317875.34 6093805.16 8.9020531482935 "ripped"
317910.15 6093761.48 7.3950684349811 "ripped"
317885.83 6093857.19 8.16671879347767 "ripped"
317894.3 6093834.28 7.91083061087609 "ripped"
317895 6093867.37 7.91126255821841 "ripped"
317926.59 6093959.34 7.92162510182249 "ripped"
317871.8 6093764.58 8.24419503213596 "ripped"
317921.44 6093841.27 8.66535525927896 "ripped"
317916.13 6093758.16 7.78879751228231 "ripped"
317949.47 6093795.79 8.53896530661426 "ripped"
317841.11 6093753.41 8.2696534112635 "ripped"
317945.6 6093717.7 8.61563629935392 "ripped"
317842.84 6093816.04 8.58437840713026 "ripped"
317914.7 6093815.06 7.78221143821061 "ripped"
317960.08 6093940.6 8.77040445217577 "ripped"
317880.05 6093766.08 8.28363581969479 "ripped"
317916.64 6093777.92 8.62446133338162 "ripped"
317952.47 6093760.34 8.3494302211689 "ripped"
317841.4 6093766.07 8.78243260480883 "ripped"
317886.67 6093896.61 8.34301558183115 "ripped"
317961.23 6093906.22 8.12938032807935 "ripped"
317857.92 6093834.43 8.47899590252875 "ripped"
317922.83 6093884.91 8.45232852612499 "ripped"
317925.57 6093920.15 7.99419898641446 "ripped"
317852.26 6093866.72 8.46750455855587 "ripped"
317887.99 6093952.67 8.84262229896741 "ripped"
317930.44 6093868.64 8.53019817869271 "ripped"
317923.18 6093832.1 8.28379317197842 "ripped"
317870.31 6093708.18 8.61331257142387 "ripped"
317888.89 6093863.58 8.00443085648816 "ripped"
317835.39 6093788.7 8.30811391012614 "ripped"
317856.29 6093883.23 8.75995058522868 "ripped"
317875 6093790.95 8.83002965398986 "ripped"
317965.97 6093932.62 8.550574915428 "ripped"
317960.04 6093857.59 8.28215598539221 "ripped"
317872.47 6093790.12 8.35428317339216 "ripped"
317892.92 6093902.5 7.71623058940624 "ripped"
317834.96 6093769.82 8.37725107720424 "ripped"
317876.11 6093709.18 8.80135606566782 "ripped"
317892.23 6093882.51 9.43133559041411 "ripped"
317914.83 6093817.83 8.27198610627637 "ripped"
317929.86 6093852.21 8.28884896063437 "ripped"
317953.35 6093783.88 8.59220180728691 "ripped"
317851.2 6093838.73 8.13712525160718 "ripped"
317909.26 6093823.49 8.24454933921646 "ripped"
317943.75 6093750.73 8.22711407891097 "ripped"
317839.18 6093817.07 8.22465865573959 "ripped"
317851.42 6093841.29 9.06629766562231 "ripped"
317879.94 6093757.98 8.286956197595 "ripped"
317880.67 6093797.94 8.90665548232364 "ripped"
317836.06 6093813.79 8.8155681489241 "ripped"
317841.35 6093763.85 9.37402512425679 "ripped"
317841.14 6093743.09 8.50325876668122 "ripped"
317838.57 6093788.87 8.47446896372747 "ripped"
317888.24 6093855.36 7.98914571042896 "ripped"
317927.4 6093830.3 8.38430287595563 "ripped"
317930.39 6093862.21 8.65650104031931 "ripped"
317967.63 6093918.23 8.05285624872484 "ripped"
317852.56 6093883.7 8.76516866381726 "ripped"
317922.42 6093874.03 8.36371548017864 "ripped"
317918.27 6093827.56 8.60312027956407 "ripped"
317965.61 6093919.07 8.9342876448321 "ripped"
317838.99 6093804.08 8.33812057921689 "ripped"
317889.4 6093883.01 8.33619752248516 "ripped"
317907.76 6093762.98 8.77962180332562 "ripped"
317924.55 6093880.95 8.07610441561427 "ripped"
317965.81 6093837.4 9.06380248154207 "ripped"
317850.3 6093882.88 8.57052387075839 "ripped"
317842.69 6093809.93 8.01309442923029 "ripped"
317958.01 6093854.44 7.93564331119399 "ripped"
317965.74 6093912.64 8.98941724428506 "ripped"
317850.57 6093891.76 8.55102375988487 "ripped"
317953.22 6093777 8.56516203857234 "ripped"
317857.88 6093935.08 8.80741401838582 "ripped"
317874.1 6093767.96 8.72513675879787 "ripped"
317953.15 6093780.55 8.59520260762136 "ripped"
317948.46 6093742.84 8.9333236117356 "ripped"
317967.51 6093915.12 8.75416433875379 "ripped"
317835.93 6093811.57 8.4560790034838 "ripped"
317880.01 6093763.3 8.46509716823367 "ripped"
317948.48 6093732.52 8.06577103196387 "ripped"
317929.48 6093902.47 8.39161174356982 "ripped"
317851.08 6093915.86 8.50015822314054 "ripped"
317871.16 6093733.72 9.00493337772389 "ripped"
317885.33 6093837.43 8.02022833653457 "ripped"
317874.12 6093762.41 8.60663308527425 "ripped"
317852.33 6093872.38 8.03400158465113 "ripped"
317952.26 6093743.47 9.22740084661035 "ripped"
317852.1 6093941.95 8.43835703345147 "ripped"
317850.81 6093906.97 9.03679568633234 "ripped"
317838.94 6093806.3 8.67731862075984 "ripped"
317859.92 6093928.46 7.58332194334942 "ripped"
317891.56 6093857.53 8.92650274367342 "ripped"
317961.43 6093918.99 8.31547313566343 "ripped"
317910.63 6093778.13 8.81683390346107 "ripped"
317834.39 6093752.72 9.0832008025963 "ripped"
317851.64 6093933.29 8.4485689462085 "ripped"
317856.24 6093872.46 8.74301494549598 "ripped"
317839.45 6093825.95 9.12420480823266 "ripped"
317929.61 6093909.35 8.73328935547027 "ripped"
317851.54 6093844.07 9.00509794187146 "ripped"
317871.55 6093759.03 8.92811245029494 "ripped"
317851.22 6093918.08 8.8146453805463 "ripped"
317849.32 6093841.69 8.69605425626267 "ripped"
317892.29 6093879.74 7.88270512161754 "ripped"
317908.8 6093801.4 8.26392589262233 "ripped"
317907.42 6093757.43 8.71039448941136 "ripped"
317926.38 6093943.13 8.90031162686691 "ripped"
317967.37 6093908.46 8.62758766284611 "ripped"
317851.18 6093920.07 9.2493182788498 "ripped"
317857.13 6093909.1 9.08648333364146 "ripped"
317873.3 6093829.42 8.98720367711851 "ripped"
317871 6093727.94 7.76892201373886 "ripped"
317891.52 6093845.99 9.11229214635942 "ripped"
317880.3 6093776.07 8.5154333287007 "ripped"
317881.18 6093808.6 8.64292215833207 "ripped"
317967.56 6093921.55 8.65934970105302 "ripped"
317834.53 6093754.94 8.28678207400462 "ripped"
317872.96 6093823.86 7.68727924281773 "ripped"
317926.64 6093952.68 8.46578496131062 "ripped"
317879.03 6093722.45 8.36977439353052 "ripped"
317931.06 6093891.63 7.86969797968258 "ripped"
317959.01 6093881.43 8.2046064466608 "ripped"
317947.82 6093716.08 8.85180124934385 "ripped"
317859.89 6093925.47 7.83798783167238 "ripped"
317952.03 6093723.49 9.17478365057103 "ripped"
317842.88 6093813.93 8.60124350087718 "ripped"
317850.57 6093896.2 8.70844936299265 "ripped"
317923.87 6093923.44 8.08604039279499 "ripped"
317929.75 6093848.99 8.77376235923049 "ripped"
317968.33 6093937.44 9.26475291146269 "ripped"
317873.59 6093748.53 8.85293307634853 "ripped"
317841.4 6093761.74 8.98809383206779 "ripped"
317871.1 6093736.49 8.00329073038302 "ripped"
317948.94 6093772.7 9.4724221994943 "ripped"
317841.82 6093776.4 8.12098459035688 "ripped"
317929.28 6093836.1 7.86680529096152 "ripped"
317949.91 6093805.56 8.90449456032762 "ripped"
317834.67 6093761.49 8.26700697997123 "ripped"
317961.19 6093912.55 9.09168752250175 "ripped"
317961.45 6093922.21 8.09953541885468 "ripped"
317872.92 6093812.54 9.975651367615 "ripped"
317878.15 6093787.68 8.86915238870613 "ripped"
317887.45 6093938.79 8.34253737969639 "ripped"
317921.56 6093835.73 8.69721862941152 "ripped"
317966.68 6093866.27 8.80980058374019 "ripped"
317852.49 6093877.93 9.30611373811566 "ripped"
317949.4 6093799.34 8.49463002601546 "ripped"
317872.51 6093801.22 9.24697954692573 "ripped"
317929.23 6093829.45 8.6413543486853 "ripped"
317964.08 6093846.58 8.60274730350469 "ripped"
317967.49 6093911.57 8.63212771528649 "ripped"
317889.05 6093868.91 8.95251278830761 "ripped"
317835.01 6093776.04 9.37201469374227 "ripped"
317925.16 6093913.48 9.20373719588385 "ripped"
317856 6093861.8 8.79795228948695 "ripped"
317951.96 6093727.04 9.25449633027534 "ripped"
317858.12 6093945.63 7.89511523998009 "ripped"
317952.42 6093740.14 8.46016285649274 "ripped"
317957.32 6093834.46 9.71908658154267 "ripped"
317961.3 6093902.89 8.98105835217554 "ripped"
317879.93 6093749.76 9.2794593097206 "ripped"
317888.32 6093847.03 8.57917621038464 "ripped"
317947.67 6093817.39 8.34270933833969 "ripped"
317850.06 6093872.22 8.79445368709844 "ripped"
317958.14 6093861.44 9.19768601603356 "ripped"
317833.33 6093711.31 8.61913072670763 "ripped"
317889.58 6093896.66 9.07102630379054 "ripped"
317906.82 6093724.12 9.37679131423112 "ripped"
317923.45 6093912.56 9.47818646792623 "ripped"
317887.53 6093930.25 9.06541507025037 "ripped"
317943.89 6093757.17 8.70431262240563 "ripped"
317836.94 6093726.14 8.82122295073581 "ripped"
317839.08 6093812.74 8.91849236568156 "ripped"
317852.14 6093863.94 9.4459065568225 "ripped"
317887 6093916.36 9.01919815877055 "ripped"
317889.44 6093885.79 9.05647006229936 "ripped"
317908.55 6093795.84 8.43084716720892 "ripped"
317929.81 6093845.88 8.80966806566479 "ripped"
317840.77 6093730.1 9.37103604325646 "ripped"
317840.28 6093709.23 8.96061839824819 "ripped"
317872.7 6093720.43 8.92648364070274 "ripped"
317913.33 6093757.55 9.13156474012272 "ripped"
317964.92 6093885.99 9.2609698940048 "ripped"
317968.03 6093934.33 8.62184310126292 "ripped"
317891.95 6093874.19 9.19496605809367 "ripped"
317917.98 6093824 8.22534089807359 "ripped"
317967.06 6093892.14 9.90852000729237 "ripped"
317968.6 6093950.65 8.82568340424456 "ripped"
317834.87 6093774.04 8.79399559431413 "ripped"
317850.16 6093880.88 8.63553202644258 "ripped"
317858.11 6093937.08 8.51084618104513 "ripped"
317887.31 6093919.03 7.71135832055696 "ripped"
317931.21 6093897.84 9.23164391169863 "ripped"
317947.73 6093814.29 10.0020774955262 "ripped"
317916.43 6093761.49 8.43072965348797 "ripped"
317949.42 6093776.04 9.11174052496621 "ripped"
317961.89 6093931.98 8.89030807783235 "ripped"
317880.84 6093803.27 8.72711633995228 "ripped"
317892.25 6093876.97 8.88607065821776 "ripped"
317912.85 6093718.25 8.11960703306773 "ripped"
317922.89 6093882.14 10.0159763755558 "ripped"
317959.33 6093901.41 9.13701045114062 "ripped"
317879.19 6093727.78 8.9153453663792 "ripped"
317923.88 6093931.76 8.98359234276919 "ripped"
317842.49 6093797.5 9.29664985760123 "ripped"
317842.12 6093793.38 8.9821385073903 "ripped"
317886.73 6093893.83 9.09330329385078 "ripped"
317890.5 6093940.85 9.38675006504556 "ripped"
317913.1 6093724.03 9.28144848507519 "ripped"
317878.53 6093796.23 9.18382089291927 "ripped"
317928.09 6093850.06 8.88394942488154 "ripped"
317835.45 6093799.24 9.06587530344618 "ripped"
317836.67 6093828.45 8.56072133955 "ripped"
317850.53 6093893.98 8.90911342977089 "ripped"
317849.55 6093852.57 9.01324932369722 "ripped"
317873.05 6093815.32 8.56639783263132 "ripped"
317841.73 6093780.84 9.35170046161205 "ripped"
317930.12 6093928.78 9.05710240591004 "ripped"
317895.79 6093908.78 8.75468090586672 "ripped"
317895.92 6093911.44 9.26764339175286 "ripped"
317917.02 6093803.78 9.66309102263139 "ripped"
317930.57 6093875.3 9.95898107884901 "ripped"
317851.32 6093922.3 9.87874322862953 "ripped"
317858.24 6093854.41 9.3501318505255 "ripped"
317907.31 6093740.56 9.17469198316408 "ripped"
317946.95 6093794.41 9.50256040290565 "ripped"
317872.64 6093803.99 8.84990762543007 "ripped"
317922.67 6093879.36 9.11852919172716 "ripped"
317842.64 6093803.6 8.75425115911263 "ripped"
317944.57 6093786.48 9.66349430659691 "ripped"
317845.53 6093831.18 9.02089617611583 "ripped"
317850.25 6093885.1 9.52463350757521 "ripped"
317857.74 6093932.86 9.00489618674241 "ripped"
317880.82 6093795.17 10.3252353484296 "ripped"
317953.65 6093787.22 9.99970289512085 "ripped"
317945.97 6093744.34 9.38123956769098 "ripped"
317966.17 6093935.95 9.20928967386103 "ripped"
317842.65 6093811.93 8.49740768795376 "ripped"
317844.86 6093806.09 10.1595505314578 "ripped"
317885.44 6093831.88 8.95957596406277 "ripped"
317946.61 6093757.67 9.9949069893076 "ripped"
317948.6 6093749.39 10.0252261769672 "ripped"
317837.26 6093741.35 8.77213224011169 "ripped"
317859.1 6093888.61 9.35780032372469 "ripped"
317944.06 6093766.83 9.43935247793761 "ripped"
317894.98 6093859.04 9.2887353053284 "ripped"
317966.49 6093853.51 9.04005275663761 "ripped"
317858.43 6093862.96 10.3114705487361 "ripped"
317922.13 6093865.92 9.15421617961577 "ripped"
317928.85 6093879.49 9.74758856977321 "ripped"
317945.16 6093815.68 8.58410102781868 "ripped"
317965.84 6093840.73 9.35339858547453 "ripped"
317894.37 6093839.83 9.56067002025922 "ripped"
317835.44 6093790.92 9.90961693439466 "ripped"
317837.88 6093769.33 9.76403297066129 "ripped"
317858.31 6093860.18 8.74110126847856 "ripped"
317907.13 6093726.9 9.41848047361451 "ripped"
317923.51 6093909.89 9.76707168343285 "ripped"
317924.8 6093890.94 9.90062760385746 "ripped"
317844.98 6093808.98 9.89095203224921 "ripped"
317914.53 6093801.4 10.1465470306585 "ripped"
317953.65 6093800.31 8.84997524523379 "ripped"
317855.71 6093840.27 9.27640977709865 "ripped"
317838.85 6093801.86 9.51826713943684 "ripped"
317850.8 6093902.76 7.90830081880314 "ripped"
317835.15 6093782.59 9.30848361776446 "ripped"
317851.26 6093835.74 9.69737753740402 "ripped"
317858.02 6093843.09 9.25063903327311 "ripped"
317926.12 6093933.25 9.78827051203282 "ripped"
317926.05 6093936.58 9.46029862434623 "ripped"
317836.9 6093826.46 9.32792378029177 "ripped"
317907.18 6093737.78 8.96756648370941 "ripped"
317963.69 6093829.92 9.63343193678184 "ripped"
317930.74 6093884.96 8.92424893300432 "ripped"
317947.2 6093790.97 9.55860102636937 "ripped"
317968.45 6093953.75 8.59240492316341 "ripped"
317923.44 6093841.65 9.14370780966285 "ripped"
317962.59 6093951.19 8.9745565951783 "ripped"
317841.16 6093755.52 9.87447495320593 "ripped"
317851.91 6093937.73 9.73591001039159 "ripped"
317856.33 6093881.23 8.64894284694646 "ripped"
317928.79 6093882.7 9.50257394180752 "ripped"
317909.7 6093748.15 9.68396348450021 "ripped"
317926.01 6093929.92 10.3530156996628 "ripped"
317841.78 6093778.62 9.64077673423438 "ripped"
317844.18 6093772.34 10.1078896257614 "ripped"
317859.38 6093905.7 9.64724580269674 "ripped"
317929.99 6093922.12 9.70613347721296 "ripped"
317927.65 6093840.07 8.98928924289838 "ripped"
317958.44 6093864.77 9.55934668777551 "ripped"
317965.14 6093892.65 9.97073138951339 "ripped"
317949.61 6093789.13 9.41843933810236 "ripped"
317959.64 6093841.49 9.74411409250641 "ripped"
317842.79 6093818.25 9.62787518929725 "ripped"
317841.29 6093749.2 9.38433740961335 "ripped"
317859.22 6093891.61 9.20626230558983 "ripped"
317844.58 6093797.54 9.94033057128739 "ripped"
317858.99 6093880.17 9.4094393051384 "ripped"
317910.22 6093758.04 10.0274919086424 "ripped"
317885.42 6093846.09 9.50381661878927 "ripped"
317891.49 6093851.76 8.90821266018293 "ripped"
317838.29 6093784.65 9.59581850677696 "ripped"
317945.37 6093818.79 9.43944249196377 "ripped"
317922.93 6093893.24 8.98530813881847 "ripped"
317929.17 6093832.77 9.81899128244193 "ripped"
317849.18 6093839.58 9.81301640294429 "ripped"
317928.35 6093859.72 9.642127589631 "ripped"
317840.95 6093738.87 9.60076381851902 "ripped"
317893.09 6093907.61 9.71286379419817 "ripped"
317895.17 6093881.02 9.73231226843191 "ripped"
317909.55 6093741.93 9.39009831947069 "ripped"
317948.1 6093729.18 9.70098815574538 "ripped"
317843.27 6093830.58 9.18559826301662 "ripped"
317844.7 6093800.54 9.40063923947597 "ripped"
317858.08 6093840.32 10.0180785847915 "ripped"
317921.6 6093846.82 9.8110368474049 "ripped"
317927.7 6093846.73 9.0056857583202 "ripped"
317910.2 6093754.71 9.53794422257283 "ripped"
317968.21 6093947.42 9.32849436702603 "ripped"
317886.45 6093885.17 9.96904826792435 "ripped"
317911.79 6093824.21 8.82159466512498 "ripped"
317954.12 6093813.31 9.28449695845693 "ripped"
317928.23 6093856.61 9.57372227411191 "ripped"
317960.16 6093860.7 8.49789319470238 "ripped"
317946.4 6093754.33 10.1448918978676 "ripped"
317949.35 6093779.36 9.93911822677052 "ripped"
317856.28 6093870.46 9.62983641065004 "ripped"
317909.32 6093735.27 9.86076855339638 "ripped"
317944.38 6093773.27 9.64170095725196 "ripped"
317878.41 6093801.78 9.69227963723192 "ripped"
317923.65 6093858.18 8.35764143630391 "ripped"
317968.66 6093956.87 10.4926662386377 "ripped"
317835.4 6093792.91 8.70447409728482 "ripped"
317878.96 6093717.01 9.94703792501971 "ripped"
317947.15 6093797.96 9.05285768952261 "ripped"
317885.81 6093862.74 9.28393749790658 "ripped"
317890.82 6093951.95 9.57341193049917 "ripped"
317907.11 6093732.45 9.39942334917995 "ripped"
317924.47 6093871.3 9.18398280047512 "ripped"
317924.85 6093897.38 9.74602602217912 "ripped"
317833.37 6093709.31 9.60142463221162 "ripped"
317840.81 6093736.65 8.82455533182422 "ripped"
317925.06 6093900.49 9.73954194491879 "ripped"
317845.02 6093811.75 9.02997054313977 "ripped"
317878.47 6093799.12 10.0950127250996 "ripped"
317876.99 6093737.5 9.4866770006066 "ripped"
317907.81 6093774.08 9.9471899003928 "ripped"
317915.47 6093741.61 8.60550082363635 "ripped"
317841.5 6093770.07 9.63070398982343 "ripped"
317925.04 6093910.37 9.37082726264102 "ripped"
317959.96 6093937.27 10.1375079820648 "ripped"
317850.3 6093887.32 9.26133653377637 "ripped"
317964.4 6093866.56 9.5316496949482 "ripped"
317836.43 6093818.13 10.1897547594328 "ripped"
317851.59 6093931.07 9.31527587673155 "ripped"
317857.22 6093913.54 9.13360497712477 "ripped"
317909.58 6093745.04 10.379527119688 "ripped"
317881.26 6093814.04 10.3847745464773 "ripped"
317911.39 6093807.78 9.9867393634189 "ripped"
317963.76 6093839.91 10.1543693760762 "ripped"
317885.89 6093854.42 10.3521912812199 "ripped"
317885.77 6093851.64 9.763336871019 "ripped"
317879.24 6093725.23 8.73807420432179 "ripped"
317958.12 6093857.89 9.72113862058283 "ripped"
317894.12 6093941.48 9.77042839550433 "ripped"
317885.64 6093848.87 9.76054507743064 "ripped"
317875.7 6093819.04 9.82936717783639 "ripped"
317928.46 6093862.83 10.3248397619107 "ripped"
317948.39 6093746.05 9.51122947897745 "ripped"
317838.66 6093797.64 9.65484380169473 "ripped"
