"east" "north" "yield" "treatment"
317839.97 6093858.48 9.80243072089898 "control"
317841.04 6093891.02 10.4661086353217 "control"
317841.54 6093915.33 10.5315626633184 "control"
317860.56 6093803.19 10.2929347460673 "control"
317845.75 6093842.73 10.7602840410462 "control"
317912.17 6093925.98 10.1672059316068 "control"
317949.98 6093900.67 10.0290463302006 "control"
317837.58 6093864.2 10.4361708759184 "control"
317830.84 6093735.12 10.7835973032919 "control"
317881.36 6093902.6 10.1379453733808 "control"
317952.52 6093909.6 10.1725227917046 "control"
317858.85 6093735.13 9.91372844698271 "control"
317829.98 6093791.14 10.5352858291573 "control"
317839.69 6093845.49 9.86669158064379 "control"
317895.57 6093763.07 10.5100877710978 "control"
317844.39 6093882.76 10.4219417795697 "control"
317841.5 6093913.11 10.5111196536484 "control"
317858.88 6093729.25 10.4967622124455 "control"
317894.75 6093722.77 9.88167830221177 "control"
317876.99 6093867.33 10.6751660006979 "control"
317896.84 6093798.82 10.7479181238251 "control"
317903.58 6093749.14 10.6089634823037 "control"
317918.2 6093830.66 11.2799844451488 "control"
317953.73 6093953.12 11.1071727806774 "control"
317833.35 6093826.5 10.3847052806389 "control"
317877.71 6093898.86 10.685415587877 "control"
317911.18 6093889.89 10.9166901883876 "control"
317970.74 6093809.87 10.0198148087966 "control"
317846.55 6093888.58 10.4692121127794 "control"
317896.34 6093787.83 10.9649100195449 "control"
317910.38 6093862.13 10.2859464358777 "control"
317912.79 6093864.18 10.093088770958 "control"
317903.35 6093827.81 9.91780405480582 "control"
317843.32 6093836.91 10.5414086108309 "control"
317955.47 6093890.01 10.5069678699292 "control"
317968.5 6093718.5 11.0468699462133 "control"
317883.81 6093916.52 9.99342262689542 "control"
317914.58 6093924.14 10.0515533348226 "control"
317896.37 6093790.6 10.6492684552346 "control"
317915.79 6093850.81 9.96111405079649 "control"
317915.2 6093960.77 10.3373257729088 "control"
317920.59 6093950.56 9.87343722701602 "control"
317929.68 6093718.04 10.9225040081295 "control"
317950.23 6093910.66 10.7373244399759 "control"
317950.11 6093907.33 9.33961314455213 "control"
317844.25 6093880.76 11.0385050164045 "control"
317967.78 6093798.71 10.4602091374065 "control"
317878.88 6093944.16 10.6367297966231 "control"
317883.33 6093895.21 10.0637884078406 "control"
317917.33 6093909.21 10.3361952068085 "control"
317837.78 6093872.53 10.0183592346347 "control"
317873.93 6093852.18 11.2552219117539 "control"
317903.24 6093819.6 10.5849947531711 "control"
317830.17 6093799.69 10.7136088436941 "control"
317843.63 6093857.67 10.729743319295 "control"
317830.7 6093728.68 10.8644801537586 "control"
317947.21 6093906.94 11.9464458286459 "control"
317920.65 6093947.46 10.5563319930179 "control"
317837.54 6093862.09 11.2960247728498 "control"
317916.29 6093862.03 11.4924301402762 "control"
317881.55 6093911.26 10.9514634775757 "control"
317866.59 6093721.42 10.4060282799883 "control"
317878.83 6093946.94 10.8579965461901 "control"
317879.26 6093961.15 11.5404696134155 "control"
317947.4 6093920.03 10.0730439911212 "control"
317846.16 6093862.82 10.9845793992762 "control"
317874.73 6093889.15 10.7419696763675 "control"
317883.76 6093905.76 11.3733156263739 "control"
317915.78 6093842.49 9.65211065982462 "control"
317881.93 6093838.8 10.4250936111471 "control"
317883.89 6093921.74 10.3093817879331 "control"
317909.81 6093845.25 10.5386348768932 "control"
317830.02 6093788.92 10.9890547373363 "control"
317877.09 6093875.88 11.5110063177875 "control"
317911.65 6093906.88 11.4796548397706 "control"
317878.28 6093915.85 10.0340396860295 "control"
317897.08 6093809.7 10.492675443273 "control"
317946.12 6093870.96 10.7984267546434 "control"
317881.95 6093846.79 10.1283395607233 "control"
317830.5 6093810.24 11.2729128649058 "control"
317838.98 6093925.04 10.2550966734898 "control"
317881.65 6093919.81 10.3721308440413 "control"
317881.64 6093830.7 10.5185868228466 "control"
317956.99 6093940.2 9.72131456177427 "control"
317953.59 6093946.46 10.9363329000292 "control"
317875.55 6093830.68 10.8102710942241 "control"
317895.7 6093765.62 10.4773152503743 "control"
317839.7 6093948.14 11.0755114008642 "control"
317843.52 6093849.34 10.1828810905209 "control"
317912.29 6093844.19 10.0147372605919 "control"
317866.95 6093828.73 10.7373623155392 "control"
317861.41 6093739.29 10.0787702320527 "control"
317859.52 6093769.32 10.8991150455117 "control"
317883.96 6093927.07 9.70472335202743 "control"
317919.77 6093914.48 11.3187924842088 "control"
317841.22 6093895.46 10.5058887191611 "control"
317859.13 6093743.68 10.8600618351357 "control"
317845.88 6093845.51 10.218738252716 "control"
317882.16 6093939.57 10.9946510648476 "control"
317830.56 6093726.45 11.5880385285289 "control"
317845.92 6093865.81 10.8309662211447 "control"
317861.46 6093736.52 11.0579556804543 "control"
317903.88 6093757.13 10.2519386301109 "control"
317841.27 6093893.24 10.6435492938613 "control"
317858.98 6093737.91 10.8956727136962 "control"
317849.14 6093962.42 10.1144197123787 "control"
317831.03 6093739.34 10.5757359151756 "control"
317839.74 6093847.71 11.6850628926369 "control"
317861.16 6093733.51 10.8535672597156 "control"
317904.52 6093779.01 10.8356525438995 "control"
317864.22 6093712.49 11.0090257296294 "control"
317881.88 6093841.36 9.9857093770784 "control"
317903.84 6093754.36 10.7079962396659 "control"
317873.81 6093849.4 11.422019027423 "control"
317830.22 6093801.69 9.81212180615488 "control"
317876.58 6093856.12 11.4449107009337 "control"
317948.09 6093939.69 10.565817788685 "control"
317920.54 6093944.12 10.8186457981855 "control"
317940.43 6093779.85 9.63063410128868 "control"
317859.77 6093774.88 11.4893182167985 "control"
317846.09 6093857.16 11.2123384885943 "control"
317840.25 6093862.92 10.0656548235518 "control"
317915.24 6093954.11 10.7342419522718 "control"
317836.97 6093845.1 10.4445110646377 "control"
317843.67 6093851.34 10.9612010560128 "control"
317899.03 6093812.3 9.87490782024113 "control"
317956.24 6093910 11.4610396456687 "control"
317909.55 6093831.6 11.6278158947541 "control"
317843.47 6093843.24 10.4466895301787 "control"
317859.49 6093766.44 11.2182983612621 "control"
317859.14 6093752.34 10.6599028304127 "control"
317866.79 6093814.3 10.7474918736167 "control"
317882 6093933.91 11.3034458759933 "control"
317836.91 6093839 10.8945379810266 "control"
317864.1 6093709.71 10.5861773302495 "control"
317903.53 6093751.8 10.7216076162927 "control"
317858.41 6093712.15 9.42327152578967 "control"
317876.68 6093864.55 12.0297336831542 "control"
317879.31 6093842.86 12.3210336724349 "control"
317882.69 6093868.56 11.6895022421333 "control"
317953.66 6093956.45 9.79956797332457 "control"
317831.2 6093829.12 10.8039300010277 "control"
317846.02 6093950.15 10.5865097698379 "control"
317918.09 6093840.65 11.7046377584375 "control"
317895.93 6093776.61 11.2805368863422 "control"
317858.82 6093732.13 10.4994727417391 "control"
317913.76 6093897.38 11.156308016131 "control"
317859.21 6093757.89 11.5410996587173 "control"
317874.83 6093897.47 10.6663039416345 "control"
317879.36 6093840.42 11.6126645775615 "control"
317895.33 6093752.3 11.1247287251412 "control"
317830.71 6093732.89 11.3581637393499 "control"
317840.2 6093856.27 10.9288463325381 "control"
317882.82 6093884.87 10.9073285111051 "control"
317864.96 6093743.58 12.1420465927512 "control"
317947.46 6093916.93 10.8553826627406 "control"
317880.21 6093865.4 10.9762232550468 "control"
317910.35 6093859.36 10.3436845874172 "control"
317843.67 6093855.56 11.7368471805738 "control"
317846.13 6093868.59 11.0137059957519 "control"
317932.41 6093717.98 10.6584472859603 "control"
317840.99 6093884.58 11.8917922520314 "control"
317912.41 6093847.52 11.6379649634742 "control"
317861.12 6093820.4 10.99717652598 "control"
317910.09 6093853.8 11.107244993374 "control"
317840.62 6093871.59 11.4790002818652 "control"
317861.1 6093825.95 10.4025530416848 "control"
317875.17 6093903.25 11.5467324073517 "control"
317914.01 6093907.37 11.1038239079669 "control"
317957.04 6093933.55 11.3837199515191 "control"
317837.26 6093857.87 11.0989704781128 "control"
317897.15 6093815.25 11.4291750012897 "control"
317939.18 6093818.88 11.7233360677428 "control"
317970.69 6093803.43 11.205969226943 "control"
317830.05 6093782.82 10.8694128361507 "control"
317881.92 6093942.34 11.3415325158304 "control"
317860.78 6093814.74 11.5420065701059 "control"
317896 6093782.16 10.8566518474358 "control"
317946.86 6093897.27 11.0937292671705 "control"
317859.38 6093749.35 12.1973715755717 "control"
317904.22 6093762.47 11.2405551157867 "control"
317839.87 6093849.93 11.2511386735469 "control"
317840.76 6093882.58 11.0046506406836 "control"
317880.52 6093876.84 10.6360016967612 "control"
317956.22 6093906.9 12.3324603574184 "control"
317880.81 6093885.39 12.611327639626 "control"
317866.53 6093800.43 12.1645742126525 "control"
317884.73 6093956.16 10.8440184307803 "control"
317970.37 6093796.77 11.6279151660186 "control"
317914.26 6093917.36 11.3378043431285 "control"
317970.11 6093787 10.7679093918786 "control"
317859.55 6093763.67 11.3945936787061 "control"
317847.77 6093930.99 10.5939853785622 "control"
317878 6093907.19 11.659125661037 "control"
317939.06 6093815.77 11.4262898568341 "control"
317846.49 6093958.49 10.994130500038 "control"
317877.15 6093881.65 10.3965553056318 "control"
317913.16 6093877.5 11.4259882501085 "control"
317878.32 6093927.17 12.5815444108388 "control"
317895.83 6093768.4 10.4738724899716 "control"
317881.83 6093844.13 12.5408148967681 "control"
317952.59 6093919.81 10.439874131748 "control"
317837.21 6093855.65 12.6706511057044 "control"
317956.87 6093923.78 11.9137160646815 "control"
317846.36 6093879.92 11.5506597162864 "control"
317878.6 6093935.61 11.4866440582705 "control"
317894.88 6093725.54 11.8950043776578 "control"
317838.87 6093908.17 11.6372450753068 "control"
317905.82 6093826.86 10.9826697430367 "control"
317940.31 6093776.52 12.4120000648676 "control"
317878.16 6093921.62 11.8248246875218 "control"
317837.11 6093851.54 11.5232965758829 "control"
317882.54 6093862.9 12.1757556962027 "control"
317859.8 6093777.87 10.4062166015397 "control"
317913.3 6093884.16 11.7085645055166 "control"
317918.13 6093936.97 11.0338173456064 "control"
317953.16 6093923.15 11.8204239383612 "control"
317912.6 6093954.06 12.3336370579477 "control"
317953.29 6093929.92 11.0797971064567 "control"
317829.97 6093786.92 11.8217733621296 "control"
317939.17 6093716.46 11.426203497627 "control"
317953.48 6093943.13 10.9284708458171 "control"
317897.07 6093720.71 12.5019242901284 "control"
317970.85 6093813.09 11.5401715535789 "control"
317875.84 6093937.22 11.1450854993494 "control"
317897.44 6093823.25 11.7179366252112 "control"
317895.59 6093757.74 11.530271951523 "control"
317881.77 6093833.25 11.3982107320732 "control"
317946.37 6093867.64 12.4384647085077 "control"
317839.83 6093852.15 11.7115368485552 "control"
317897.02 6093812.48 12.10697670227 "control"
317947.07 6093900.39 12.2123708454731 "control"
317955.96 6093896.9 12.5663033702193 "control"
317838.77 6093904.18 10.8669672639385 "control"
317860.43 6093800.41 13.6304464951848 "control"
317946.75 6093893.94 10.9689426676188 "control"
317913.36 6093880.84 11.9787850623016 "control"
317840.06 6093854.26 12.3080302993943 "control"
317866.86 6093819.97 11.2676337667176 "control"
317948.21 6093943.02 12.8099137671181 "control"
317846.22 6093859.94 12.4377012169312 "control"
317845.81 6093839.96 11.9222250919024 "control"
317882.64 6093871.22 11.7209784506886 "control"
317884.02 6093924.29 12.0535048383628 "control"
317896.92 6093804.15 12.3924931418885 "control"
317861.15 6093823.18 11.3306512070955 "control"
317836.77 6093832.89 12.6442820843388 "control"
317840.21 6093864.92 12.1812898707649 "control"
317875.45 6093920.46 12.5040170017083 "control"
317837.58 6093859.87 12.9507319583765 "control"
317882.87 6093882.1 11.9012768088655 "control"
317918.38 6093844.21 12.1944875079016 "control"
317883.46 6093897.87 12.1217021894296 "control"
317912.44 6093948.51 12.4036552140575 "control"
317840.57 6093873.7 11.7486280736797 "control"
317939.04 6093723.11 12.2827397259927 "control"
317912.68 6093860.85 13.4997803114955 "control"
317858.19 6093709.37 12.7642038570733 "control"
317879.23 6093958.38 11.0749318517713 "control"
317895.88 6093779.39 11.8924187923483 "control"
317837.25 6093853.65 12.8523739573208 "control"
317895.77 6093771.17 12.1200790578221 "control"
317910.89 6093881.78 11.9175170348146 "control"
317830.66 6093730.67 13.2532285642866 "control"
317919.14 6093874.29 12.2513635341917 "control"
317831.12 6093743.78 12.7530754568163 "control"
317861 6093817.52 12.9246865241358 "control"
317846.58 6093891.35 12.3915126397138 "control"
317968.62 6093721.61 13.8301809311604 "control"
317970.67 6093799.88 11.8634379140698 "control"
317881.09 6093893.94 12.2472906461231 "control"
317837.54 6093866.2 13.0157002229937 "control"
317864.5 6093721.04 11.7233646005339 "control"
317858.53 6093715.15 12.5214742966415 "control"
317880.41 6093882.61 13.2632457478087 "control"
317882.75 6093879.32 12.2431145126683 "control"
317946.63 6093890.83 12.6789388719734 "control"
317972.01 6093716.13 12.0696882157634 "control"
317882.38 6093950.89 12.5544075987417 "control"
317846.08 6093871.37 13.0405699040427 "control"
317860.84 6093722.41 11.3233495871559 "control"
317837.05 6093841 12.3797090177423 "control"
317877.94 6093910.08 13.2929661459464 "control"
317919.56 6093911.37 12.5232330096178 "control"
317884 6093929.62 12.9479008643896 "control"
317919.16 6093877.62 12.9819237505733 "control"
317881.21 6093896.83 12.0892941326574 "control"
317883.63 6093903.2 13.1273088438689 "control"
317903.19 6093822.37 13.524732106694 "control"
317913.87 6093900.71 12.599762372557 "control"
317896.95 6093806.93 12.4769116266456 "control"
317955.39 6093893.56 12.1879329352004 "control"
317932.34 6093721.31 12.5799631359908 "control"
317831.08 6093745.89 14.6723645954621 "control"
317877.52 6093890.32 13.2416233475087 "control"
317882.86 6093874 12.0964240016816 "control"
317864.26 6093715.27 14.027421606645 "control"
317911.14 6093887.34 13.4304220885701 "control"
317866.73 6093817.19 13.0820020639875 "control"
317896.79 6093801.6 12.6870053246161 "control"
317918.53 6093850.65 12.9354503230093 "control"
317866.56 6093803.2 14.3691308821945 "control"
317883.29 6093892.65 14.1588486236219 "control"
317861.04 6093828.95 13.5799945080677 "control"
317840.11 6093860.7 13.4695145879816 "control"
317864.66 6093726.59 12.5048010501769 "control"
317918.66 6093857.53 13.1637837389112 "control"
317881.31 6093905.37 12.7839554133841 "control"
317882.71 6093876.77 13.3708311724565 "control"
317843.33 6093845.23 13.1114248355354 "control"
317836.98 6093849.32 13.3486377724812 "control"
317883.92 6093911.31 14.4995257140259 "control"
317843.62 6093853.56 14.3755561470793 "control"
317830.46 6093717.91 13.0512640870857 "control"
317838.73 6093906.17 12.86564672861 "control"
317953.36 6093939.8 13.7242298687826 "control"
317866.69 6093805.98 13.7133373813088 "control"
317919.7 6093904.82 13.2160350521204 "control"
317918.36 6093948.3 13.1607509323051 "control"
317953.04 6093933.13 13.2856948274445 "control"
317837.01 6093843.11 13.5022345039871 "control"
317880.75 6093888.16 14.6212047575559 "control"
317837.2 6093847.33 13.7121230279934 "control"
317864.89 6093746.57 14.3785599645689 "control"
317897.47 6093826.03 13.5612253163354 "control"
317918.32 6093847.53 14.6328647127807 "control"
317860.49 6093797.64 13.5459241797752 "control"
317968 6093801.38 14.3847287016397 "control"
317970.62 6093806.54 13.865951336027 "control"
317875.61 6093926.01 13.396438972431 "control"
317965.36 6093716.77 14.8525528211334 "control"
317953.34 6093936.47 13.5536415860493 "control"
317881.05 6093891.16 13.7770498305295 "control"
317839.65 6093950.36 12.7597092163693 "control"
317912.57 6093951.29 12.8611877823597 "control"
317895.8 6093773.95 15.3836610131406 "control"
317876.19 6093951.54 14.0495199791779 "control"
317846.32 6093877.14 15.0011970105136 "control"
317913.73 6093894.05 15.100435279059 "control"
317874.95 6093900.47 13.1034939958397 "control"
317883.94 6093918.97 14.4884119560509 "control"
317846.38 6093874.15 14.6834291142099 "control"
317882.48 6093865.78 14.6038247487369 "control"
317846.3 6093882.8 14.0005607387284 "control"
317874.7 6093894.7 14.4620667344459 "control"
317874.94 6093892.15 15.2960970885744 "control"
317846.35 6093956.49 15.1445286385568 "control"
317896.94 6093717.93 15.1182901210382 "control"
317897.6 6093828.8 14.4356487957571 "control"
317939.1 6093719.79 16.0611282665756 "control"
317882.26 6093948.12 14.3289840925339 "control"
317965.58 6093719.32 16.4010837198269 "control"
317897.19 6093817.81 14.3135164542782 "control"
317866.65 6093718.42 16.7369225873483 "control"
317860.71 6093719.63 15.5118378251827 "control"
317882.95 6093887.43 13.9315585681374 "control"
317883.78 6093913.75 15.3309948720988 "control"
317876.97 6093872.88 16.784319273174 "control"
317919.31 6093901.49 16.1057073593721 "control"
317846.71 6093894.13 14.6764655145694 "control"
317900.73 6093952.15 1.37453939601024 "mulch"
317885.32 6093730.34 2.54044526125896 "mulch"
317902.88 6093962.63 2.82951378873167 "mulch"
317865.42 6093904.27 3.21596021177313 "mulch"
317919.23 6093735.47 3.28933161393092 "mulch"
317870.38 6093950.87 3.34757996006787 "mulch"
317865.38 6093901.39 3.89855967967829 "mulch"
317849.9 6093773.01 3.63592205889835 "mulch"
317918.94 6093718.6 3.67511886458049 "mulch"
317902.5 6093945.75 3.85819005341455 "mulch"
317871.05 6093891.29 4.13588769599696 "mulch"
317865.1 6093892.84 4.06896144722021 "mulch"
317865.83 6093924.26 4.08959594491953 "mulch"
317882.35 6093715.41 4.36675168525654 "mulch"
317882.07 6093706.75 3.92230931936208 "mulch"
317885.52 6093738.45 4.36160125854416 "mulch"
317902.03 6093923.88 4.33434151730611 "mulch"
317865.54 6093907.05 4.37562729707037 "mulch"
317919.97 6093766.34 4.17088994386985 "mulch"
317919.45 6093738.36 4.50957062489626 "mulch"
317850.85 6093815.64 4.12850797173117 "mulch"
317902.05 6093932.1 4.54051367193003 "mulch"
317902.26 6093934.87 4.16675201975042 "mulch"
317903.55 6093835.58 4.31336544958402 "mulch"
317882.23 6093712.64 4.22606036044957 "mulch"
317866.55 6093946.91 4.69637020697438 "mulch"
317920.36 6093782.77 4.78991734276263 "mulch"
317970.62 6093905.3 4.8431883219843 "mulch"
317919.29 6093732.7 4.25574942611837 "mulch"
317864.88 6093881.51 4.83285895587583 "mulch"
317866.49 6093949.68 4.97532465285978 "mulch"
317866.42 6093944.13 4.80119296389357 "mulch"
317919.06 6093721.6 4.57394075539272 "mulch"
317919.85 6093763.34 4.72420120637019 "mulch"
317855.33 6093738.39 4.90998433993395 "mulch"
317866.05 6093935.58 5.13626697346552 "mulch"
317919.67 6093749.46 4.60901911230064 "mulch"
317866.04 6093927.04 4.80712270123865 "mulch"
317969.89 6093883.09 4.86266663951188 "mulch"
317882.58 6093726.74 4.54551265839195 "mulch"
317888.25 6093707.21 4.66187407699928 "mulch"
317922.11 6093786.35 4.89371965412291 "mulch"
317901.39 6093901.57 5.24744192383396 "mulch"
317957.84 6093773.43 5.62998842363087 "mulch"
317882.73 6093732.51 4.71393330380748 "mulch"
317902.39 6093937.65 4.85643181616534 "mulch"
317882.46 6093723.74 5.20228627898036 "mulch"
317882.39 6093718.19 4.77531527462451 "mulch"
317919.62 6093752.24 5.18402355261377 "mulch"
317888.4 6093712.98 5.0385554181511 "mulch"
317959.93 6093706.12 5.0039857732142 "mulch"
317969.83 6093885.87 5.25163142418817 "mulch"
317919.04 6093727.14 5.41842929422786 "mulch"
317850.34 6093795.77 5.47439198112958 "mulch"
317865.76 6093918.6 5.39299505354255 "mulch"
317958.53 6093792.98 4.89483001961077 "mulch"
317897.67 6093847.67 5.08324604582786 "mulch"
317918.59 6093713.26 5.46037798242928 "mulch"
317864.8 6093889.83 5.24846182162935 "mulch"
317919.34 6093729.93 4.99559752109742 "mulch"
317963.51 6093749.47 5.39940593800724 "mulch"
317887.12 6093794.19 5.30401281200811 "mulch"
317891.4 6093740.23 5.27019609696171 "mulch"
317919.91 6093769.11 4.80722492595971 "mulch"
317891.33 6093734.68 4.89278749167289 "mulch"
317902.65 6093951.53 4.72195097503812 "mulch"
317832.65 6093883.3 5.65764623177267 "mulch"
317865.67 6093909.83 5.52568763255054 "mulch"
317882.79 6093729.74 5.38664096386746 "mulch"
317886.32 6093766.43 5.22530428109409 "mulch"
317919.95 6093771.88 5.2318179744822 "mulch"
317920.77 6093794.1 5.5703000705957 "mulch"
317866.62 6093952.57 5.51077128873601 "mulch"
317888.53 6093715.76 5.61470336882981 "mulch"
317855.77 6093752.49 5.39793955169525 "mulch"
317968.55 6093837.01 5.36863525126816 "mulch"
317955.06 6093744.3 5.80822628341623 "mulch"
317885.56 6093741.22 5.13686782481387 "mulch"
317885.86 6093744 5.56490230819852 "mulch"
317887.57 6093816.5 5.44475136320754 "mulch"
317919.74 6093755.01 5.82607837653158 "mulch"
317920.3 6093785.54 5.36251341980437 "mulch"
317866.53 6093961.11 5.67766989484716 "mulch"
317922.22 6093789.69 5.57098961388226 "mulch"
317856.12 6093766.7 5.68248538534283 "mulch"
317969.64 6093877.54 5.69210594861573 "mulch"
317865.13 6093895.83 6.15092800896787 "mulch"
317919.51 6093744.13 5.35849645231102 "mulch"
317919.57 6093741.14 5.87832686933511 "mulch"
317852.75 6093730.9 4.87574621505205 "mulch"
317872.43 6093939.37 5.91761888491317 "mulch"
317901.63 6093912.45 5.34488208795934 "mulch"
317833.58 6093833.16 5.97648298217481 "mulch"
317940.12 6093871.06 5.2352638228406 "mulch"
317963.28 6093743.03 5.82197798624164 "mulch"
317971.97 6093847.85 6.10581707088379 "mulch"
317885.27 6093733.12 5.38992819819682 "mulch"
317921.92 6093773.26 6.22851219127222 "mulch"
317856.5 6093783.58 5.82257752711014 "mulch"
317865.7 6093912.6 5.64821323017501 "mulch"
317888.94 6093727.09 5.89221266449877 "mulch"
317971.99 6093850.96 5.67912354259049 "mulch"
317924.68 6093727.04 5.79624768590813 "mulch"
317935.67 6093915.36 5.57581429800334 "mulch"
317885.4 6093735.67 5.87896524611751 "mulch"
317920.01 6093777.43 6.40023379839998 "mulch"
317918.81 6093715.82 5.59390070243794 "mulch"
317902.99 6093957.08 6.04838470144439 "mulch"
317891.27 6093737.46 5.90547475956782 "mulch"
317864.31 6093864.52 5.81673444120177 "mulch"
317886.48 6093771.98 5.90229468686898 "mulch"
317901.92 6093929.32 6.08025451811317 "mulch"
317872.56 6093942.15 5.768281790574 "mulch"
317864.81 6093875.96 6.40165252885904 "mulch"
317924.93 6093723.71 6.03657069981519 "mulch"
317888.65 6093718.76 5.47864927825799 "mulch"
317921.99 6093783.02 5.72785879084142 "mulch"
317850.87 6093809.87 5.90567014572366 "mulch"
317855.21 6093735.39 5.54853844478356 "mulch"
317889.38 6093749.85 6.57306214077034 "mulch"
317851.19 6093821.31 5.94919056682742 "mulch"
317920.52 6093788.32 5.97944902781113 "mulch"
317960.49 6093732.54 6.0087489027698 "mulch"
317836.13 6093944.74 6.17020908560066 "mulch"
317855.71 6093755.26 6.31887263417871 "mulch"
317964.62 6093788.66 6.19924990402494 "mulch"
317935.52 6093829.02 6.39230649415826 "mulch"
317970.33 6093896.97 5.80720497624534 "mulch"
317856.66 6093798.01 6.13275766785024 "mulch"
317920.8 6093796.87 6.34806838193919 "mulch"
317970.56 6093907.97 6.40593155614165 "mulch"
317884.86 6093820.33 6.45116912274668 "mulch"
317942.19 6093952.44 5.6147687020061 "mulch"
317887.35 6093805.29 6.43738766607123 "mulch"
317969.86 6093888.64 6.25823723904301 "mulch"
317885.84 6093749.77 5.96095171658558 "mulch"
317862.95 6093891.35 6.32341048923229 "mulch"
317961.62 6093766.3 5.73334110362313 "mulch"
317855.61 6093746.94 6.01257734700299 "mulch"
317885.1 6093826.11 6.39714953683901 "mulch"
317906.56 6093947.17 5.8191794269997 "mulch"
317830.21 6093944.84 6.03855635661716 "mulch"
317855.84 6093758.15 5.81405852831976 "mulch"
317924.88 6093730.37 6.07627473651328 "mulch"
317970.4 6093902.52 5.96890486401975 "mulch"
317902.42 6093940.43 6.02078138729547 "mulch"
317883.58 6093758.05 5.99905115498555 "mulch"
317863.58 6093922.77 6.56908631052854 "mulch"
317886.35 6093769.2 6.46165595890473 "mulch"
317964.67 6093795.21 5.67937593087671 "mulch"
317902.43 6093948.75 6.77233550214502 "mulch"
317918.47 6093710.27 6.45685183560238 "mulch"
317938.17 6093926.73 6.14688791410895 "mulch"
317891.43 6093743.01 6.22643818889805 "mulch"
317941.35 6093913.47 6.28234714365342 "mulch"
317857.82 6093826.11 5.96026393982081 "mulch"
317892.48 6093789.97 6.54497522097014 "mulch"
317968.55 6093850.55 6.46426803235939 "mulch"
317885.89 6093747 6.39012920622123 "mulch"
317920.2 6093714.74 6.24704390636087 "mulch"
317955.04 6093741.19 6.54640118821401 "mulch"
317836.46 6093964.16 6.36274805068634 "mulch"
317939.37 6093831.87 6.1496941501347 "mulch"
317919.68 6093758.01 6.22252845032279 "mulch"
317850.9 6093812.87 7.00271422522586 "mulch"
317970.45 6093899.97 6.81668679978076 "mulch"
317850.3 6093784.34 6.62071709538891 "mulch"
317908.61 6093926.79 6.18673850048349 "mulch"
317848.01 6093772.09 6.48439435184735 "mulch"
317964.22 6093772.45 6.53768946468163 "mulch"
317901.59 6093909.67 6.52895681072829 "mulch"
317850.02 6093775.79 6.50892343361499 "mulch"
317856.63 6093795.01 6.32561533636685 "mulch"
317869.75 6093834.45 6.79510604333015 "mulch"
317933.65 6093835.75 7.01773282136654 "mulch"
317970.9 6093913.52 6.03460939785067 "mulch"
317960.23 6093722.77 6.29748729480297 "mulch"
317919.89 6093774.66 6.52387734533501 "mulch"
317902.37 6093943.2 6.4169702394173 "mulch"
317886.25 6093760.88 6.38250499451125 "mulch"
317891.31 6093726.58 6.4632498945458 "mulch"
317888.69 6093721.53 6.42375827495917 "mulch"
317960.73 6093742.75 6.60803892066635 "mulch"
317902.96 6093954.31 6.50346644802681 "mulch"
317926.57 6093714.65 6.1920671636499 "mulch"
317849.13 6093739.04 6.39014955963971 "mulch"
317866.39 6093941.14 6.53280826029485 "mulch"
317919.09 6093724.37 6.45030453042405 "mulch"
317939.56 6093844.97 6.37622784058853 "mulch"
317928.7 6093806.46 6.76520064799575 "mulch"
317891.26 6093729.13 5.68226112260869 "mulch"
317882.86 6093735.29 7.33472821287559 "mulch"
317873.06 6093962.13 5.50592080627572 "mulch"
317925.75 6093750.36 7.58167875924955 "mulch"
317889.89 6093769.61 6.40559879107784 "mulch"
317892.12 6093776.09 6.76285816144692 "mulch"
317928.2 6093764.06 6.8034659201006 "mulch"
317921.15 6093824.62 7.07623252616902 "mulch"
317970.97 6093919.07 6.38972172843175 "mulch"
317835.99 6093942.51 6.06090073450559 "mulch"
317849.58 6093761.58 6.49829947003133 "mulch"
317941.91 6093939.56 6.93800518757574 "mulch"
317848.66 6093807.06 6.08608113531859 "mulch"
317866.11 6093932.81 6.38482976341129 "mulch"
317892.18 6093773.32 6.5232995917137 "mulch"
317887.22 6093802.51 6.82239536302511 "mulch"
317850.62 6093804.32 6.06028472578969 "mulch"
317890.9 6093809.25 6.72020050278266 "mulch"
317891.37 6093723.81 6.89027450791065 "mulch"
317961.19 6093756.08 6.38967913805781 "mulch"
317920.14 6093780.21 6.84436795029927 "mulch"
317921.27 6093747.17 6.48773362338327 "mulch"
317864.19 6093861.75 6.29845946035863 "mulch"
317919.72 6093760.78 6.91990476124128 "mulch"
317850.09 6093781.56 6.98640958359323 "mulch"
317887.09 6093799.74 6.43564965648122 "mulch"
317962.3 6093786.4 6.57151009552656 "mulch"
317903.77 6093851.79 6.93390589458489 "mulch"
317864.25 6093858.97 6.39909430857034 "mulch"
317918.53 6093707.49 6.5187214201161 "mulch"
317969.76 6093880.32 7.09132051198237 "mulch"
317890.81 6093715.47 6.72268372274126 "mulch"
317887.89 6093827.61 6.98107654515894 "mulch"
317928.77 6093803.14 6.75876772097908 "mulch"
317960.6 6093736.09 6.98588184441456 "mulch"
317919.55 6093746.69 6.72169053684952 "mulch"
317921.59 6093753.61 7.34758046457384 "mulch"
317871.27 6093902.62 6.79410909662508 "mulch"
317832.8 6093898.06 7.34138134911657 "mulch"
317960.28 6093729.2 6.88096693676373 "mulch"
